date,store_id,product_id,price,units,revenue,promo,stockout,holiday_window,anomaly
2024-03-03,S04,P01,24.47,19,464.84,0,0,0,none
2024-03-03,S04,P02,28.99,24,695.7,0,0,0,none
2024-03-03,S04,P03,15.47,17,263.02,0,0,0,none
2024-03-03,S04,P04,19.6,34,666.39,0,0,0,none
2024-03-03,S04,P05,13.78,18,248.08,0,0,0,none
2024-03-03,S04,P06,35.72,37,1321.8,0,0,0,none
2024-03-03,S04,P07,24.01,31,744.16,0,0,0,none
2024-03-03,S04,P08,22.09,35,773.21,0,0,0,none
2024-03-03,S04,P09,30.49,33,1006.19,0,0,0,none
2024-03-03,S04,P10,29.99,18,539.76,0,0,0,none
2024-03-03,S04,P11,28.1,17,477.77,0,0,0,none
2024-03-03,S04,P12,24.15,24,579.68,0,0,0,none
2024-03-03,S05,P01,13.75,17,233.68,0,0,0,none
2024-03-03,S05,P02,11.98,29,347.29,0,0,0,none
2024-03-03,S05,P03,23.21,17,394.51,0,0,0,none
2024-03-03,S05,P04,19.68,19,373.84,0,0,0,none
2024-03-03,S05,P05,18.83,11,207.09,0,0,0,none
2024-03-03,S05,P06,26.29,26,683.63,0,0,0,none
2024-03-03,S05,P07,21.37,20,427.48,0,0,0,none
2024-03-03,S05,P08,28.12,24,674.99,0,0,0,none
2024-03-03,S05,P09,23.46,23,539.51,0,0,0,none
2024-03-03,S05,P10,35.08,17,596.31,0,0,0,none
2024-03-03,S05,P11,19.15,13,248.95,0,0,0,none
2024-03-03,S05,P12,18.03,12,216.37,0,0,0,none
2024-03-03,S06,P01,16.62,28,465.44,0,0,0,none
2024-03-03,S06,P02,22.61,29,655.59,0,0,0,none
2024-03-03,S06,P03,19.11,0,0.0,0,1,0,none
2024-03-03,S06,P04,26.91,31,834.25,0,0,0,none
2024-03-03,S06,P05,27.57,20,551.39,0,0,0,none
2024-03-03,S06,P06,26.89,39,1048.54,0,0,0,none
2024-03-03,S06,P07,19.21,32,614.78,0,0,0,none
2024-03-03,S06,P08,28.69,37,1061.64,0,0,0,none
2024-03-03,S06,P09,13.97,29,405.17,0,0,0,none
2024-03-03,S06,P10,30.79,9,277.12,0,0,0,none
2024-03-03,S06,P11,20.4,18,367.17,0,0,0,none
2024-03-03,S06,P12,20.82,26,541.29,0,0,0,none
2024-03-03,S07,P01,18.97,24,455.21,0,0,0,none
2024-03-03,S07,P02,23.6,25,590.07,0,0,0,none
2024-03-03,S07,P03,10.24,17,174.02,0,0,0,none
2024-03-03,S07,P04,23.54,28,659.25,0,0,0,none
2024-03-03,S07,P05,19.3,20,386.09,0,0,0,none
2024-03-03,S07,P06,27.41,30,822.21,0,0,0,none
2024-03-03,S07,P07,25.62,30,768.5,0,0,0,none
2024-03-03,S07,P08,29.65,26,770.93,0,0,0,none
2024-03-03,S07,P09,39.66,33,1308.82,0,0,0,none
2024-03-03,S07,P10,35.45,15,531.73,0,0,0,none
2024-03-03,S07,P11,22.03,18,396.56,0,0,0,none
2024-03-03,S07,P12,12.43,28,348.07,0,0,0,none
2024-03-03,S08,P01,8.75,19,166.32,0,0,0,none
2024-03-03,S08,P02,17.9,17,304.37,0,0,0,none
2024-03-03,S08,P03,15.46,6,92.79,0,0,0,none
2024-03-03,S08,P04,32.97,19,626.35,0,0,0,none
2024-03-03,S08,P05,28.41,9,255.73,0,0,0,none
2024-03-03,S08,P06,25.57,22,562.52,0,0,0,none
2024-03-03,S08,P07,46.2,19,877.8,0,0,0,none
2024-03-03,S08,P08,18.76,30,562.94,0,0,0,none
2024-03-03,S08,P09,38.03,24,912.67,0,0,0,none
2024-03-03,S08,P10,15.42,7,107.95,0,0,0,none
2024-03-03,S08,P11,15.85,18,285.27,0,0,0,none
2024-03-03,S08,P12,30.53,13,396.9,0,0,0,none
2024-03-04,S01,P01,17.04,27,460.18,0,0,0,none
2024-03-04,S01,P02,31.73,16,507.65,0,0,0,none
2024-03-04,S01,P03,23.42,13,304.51,0,0,0,none
2024-03-04,S01,P04,24.47,15,366.99,0,0,0,none
2024-03-04,S01,P05,21.62,15,324.31,0,0,0,none
2024-03-04,S01,P06,41.01,27,1107.37,0,0,0,none
2024-03-04,S01,P07,25.27,64,1616.98,0,0,0,spike
2024-03-04,S01,P08,24.99,21,524.74,0,0,0,none
2024-03-04,S01,P09,28.6,21,600.6,0,0,0,none
2024-03-04,S01,P10,41.92,15,628.84,0,0,0,none
2024-03-04,S01,P11,22.6,13,293.8,0,0,0,none
2024-03-04,S01,P12,12.18,10,121.8,0,0,0,none
2024-03-04,S02,P01,28.29,24,678.98,0,0,0,none
2024-03-04,S02,P02,22.67,29,657.56,0,0,0,none
2024-03-04,S02,P03,19.67,13,255.68,0,0,0,none
2024-03-04,S02,P04,15.45,24,370.81,0,0,0,none
2024-03-04,S02,P05,23.36,12,280.32,0,0,0,none
2024-03-04,S02,P06,31.38,23,721.77,0,0,0,none
2024-03-04,S02,P07,23.33,23,536.68,0,0,0,none
2024-03-04,S02,P08,18.12,14,253.63,0,0,0,none
2024-03-04,S02,P09,17.66,30,529.91,0,0,0,none
2024-03-04,S02,P10,20.86,12,250.28,0,0,0,none
2024-03-04,S02,P11,16.36,12,196.33,0,0,0,none
2024-03-04,S02,P12,27.6,16,441.56,0,0,0,none
2024-03-04,S03,P01,30.06,18,541.09,0,0,0,none
2024-03-04,S03,P02,18.82,28,526.9,0,0,0,none
2024-03-04,S03,P03,14.45,12,173.41,0,0,0,none
2024-03-04,S03,P04,31.61,22,695.51,0,0,0,none
2024-03-04,S03,P05,26.27,6,157.62,0,0,0,none
2024-03-04,S03,P06,29.05,30,871.54,0,0,0,none
2024-03-04,S03,P07,31.35,15,470.27,0,0,0,none
2024-03-04,S03,P08,25.19,23,579.4,0,0,0,none
2024-03-04,S03,P09,17.91,16,286.49,0,0,0,none
2024-03-04,S03,P10,31.05,12,372.56,0,0,0,none
2024-03-04,S03,P11,25.1,17,426.77,0,0,0,none
2024-03-04,S03,P12,26.08,21,547.74,0,0,0,none
2024-03-04,S04,P01,20.59,21,432.44,0,0,0,none
2024-03-04,S04,P02,21.61,26,561.76,0,0,0,none
2024-03-04,S04,P03,10.57,19,200.92,0,0,0,none
2024-03-04,S04,P04,24.87,74,1840.51,0,0,0,spike
2024-03-04,S04,P05,3.61,12,43.28,0,0,0,none
2024-03-04,S04,P06,21.74,38,825.94,0,0,0,none
2024-03-04,S04,P07,20.06,19,381.18,0,0,0,none
2024-03-04,S04,P08,27.14,18,488.59,0,0,0,none
2024-03-04,S04,P09,20.33,22,447.2,0,0,0,none
2024-03-04,S04,P10,32.69,9,294.22,0,0,0,none
2024-03-04,S04,P11,25.28,21,530.82,0,0,0,none
2024-03-04,S04,P12,19.44,21,408.34,0,0,0,none
2024-03-04,S05,P01,13.75,12,165.03,0,0,0,none
2024-03-04,S05,P02,8.05,19,152.95,0,0,0,none
2024-03-04,S05,P03,28.75,9,258.77,0,0,0,none
2024-03-04,S05,P04,29.82,19,566.61,0,0,0,none
2024-03-04,S05,P05,19.15,9,172.33,0,0,0,none
2024-03-04,S05,P06,27.47,18,494.46,0,0,0,none
2024-03-04,S05,P07,25.94,20,518.76,0,0,0,none
2024-03-04,S05,P08,16.65,22,366.32,0,0,0,none
2024-03-04,S05,P09,30.87,15,463.1,0,0,0,none
2024-03-04,S05,P10,22.36,13,290.64,0,0,0,none
2024-03-04,S05,P11,18.37,19,349.09,0,0,0,none
2024-03-04,S05,P12,13.76,21,288.86,0,0,0,none
2024-03-04,S06,P01,22.11,38,840.16,1,0,0,none
2024-03-04,S06,P02,14.99,42,629.78,1,0,0,none
2024-03-04,S06,P03,23.73,22,522.17,1,0,0,none
2024-03-04,S06,P04,34.51,30,1035.18,1,0,0,none
2024-03-04,S06,P05,18.45,24,442.84,1,0,0,none
2024-03-04,S06,P06,25.05,38,951.74,1,0,0,none
2024-03-04,S06,P07,26.78,32,857.03,1,0,0,none
2024-03-04,S06,P08,22.97,34,780.86,1,0,0,none
2024-03-04,S06,P09,21.81,37,807.11,1,0,0,none
2024-03-04,S06,P10,24.28,20,485.53,1,0,0,none
2024-03-04,S06,P11,15.64,25,391.01,1,0,0,none
2024-03-04,S06,P12,31.63,17,537.71,1,0,0,none
2024-03-04,S07,P01,20.85,22,458.67,0,0,0,none
2024-03-04,S07,P02,24.89,28,696.94,0,0,0,none
2024-03-04,S07,P03,29.96,11,329.6,0,0,0,none
2024-03-04,S07,P04,30.06,24,721.47,0,0,0,none
2024-03-04,S07,P05,17.41,15,261.1,0,0,0,none
2024-03-04,S07,P06,16.53,39,644.67,0,0,0,none
2024-03-04,S07,P07,34.64,29,1004.48,0,0,0,none
2024-03-04,S07,P08,22.8,27,615.47,0,0,0,none
2024-03-04,S07,P09,34.5,27,931.48,0,0,0,none
2024-03-04,S07,P10,24.31,14,340.35,0,0,0,none
2024-03-04,S07,P11,22.2,23,510.62,0,0,0,none
2024-03-04,S07,P12,21.62,11,237.87,0,0,0,none
2024-03-04,S08,P01,24.49,22,538.8,0,0,0,none
2024-03-04,S08,P02,16.27,23,374.22,0,0,0,none
2024-03-04,S08,P03,9.97,9,89.71,0,0,0,none
2024-03-04,S08,P04,22.01,17,374.16,0,0,0,none
2024-03-04,S08,P05,42.37,15,635.48,0,0,0,none
2024-03-04,S08,P06,11.9,21,249.86,0,0,0,none
2024-03-04,S08,P07,20.34,12,244.13,0,0,0,none
2024-03-04,S08,P08,18.08,18,325.36,0,0,0,none
2024-03-04,S08,P09,26.39,21,554.18,0,0,0,none
2024-03-04,S08,P10,26.32,6,157.89,0,0,0,none
2024-03-04,S08,P11,34.78,17,591.34,0,0,0,none
2024-03-04,S08,P12,26.87,17,456.73,0,0,0,none
2024-03-05,S01,P01,16.78,17,285.3,0,0,0,none
2024-03-05,S01,P02,27.07,10,270.74,0,0,0,none
2024-03-05,S01,P03,27.78,11,305.58,0,0,0,none
2024-03-05,S01,P04,23.19,16,371.09,0,0,0,none
2024-03-05,S01,P05,17.94,10,179.41,0,0,0,none
2024-03-05,S01,P06,17.19,16,274.98,0,0,0,none
2024-03-05,S01,P07,20.55,9,184.98,0,0,0,none
2024-03-05,S01,P08,13.4,20,268.07,0,0,0,none
2024-03-05,S01,P09,28.58,26,743.01,0,0,0,none
2024-03-05,S01,P10,9.98,1,9.98,0,0,0,dip
2024-03-05,S01,P11,17.52,21,367.88,0,0,0,none
2024-03-05,S01,P12,35.72,14,500.01,0,0,0,none
2024-03-05,S02,P01,10.57,31,327.81,0,0,0,none
2024-03-05,S02,P02,15.42,42,647.81,0,0,0,none
2024-03-05,S02,P03,17.2,17,292.45,0,0,0,none
2024-03-05,S02,P04,22.7,32,726.32,0,0,0,none
2024-03-05,S02,P05,29.16,17,495.69,0,0,0,none
2024-03-05,S02,P06,20.04,33,661.32,0,0,0,none
2024-03-05,S02,P07,15.29,34,519.79,0,0,0,none
2024-03-05,S02,P08,25.2,23,579.54,0,0,0,none
2024-03-05,S02,P09,18.35,22,403.77,0,0,0,none
2024-03-05,S02,P10,37.73,13,490.5,0,0,0,none
2024-03-05,S02,P11,23.28,14,325.94,0,0,0,none
2024-03-05,S02,P12,37.64,15,564.63,0,0,0,none
2024-03-05,S03,P01,24.32,19,462.09,0,0,0,none
2024-03-05,S03,P02,16.91,25,422.65,0,0,0,none
2024-03-05,S03,P03,20.16,22,443.52,0,0,0,none
2024-03-05,S03,P04,25.59,17,435.06,0,0,0,none
2024-03-05,S03,P05,11.5,9,103.51,0,0,0,none
2024-03-05,S03,P06,23.19,21,487.02,0,0,0,none
2024-03-05,S03,P07,32.41,21,680.58,0,0,0,none
2024-03-05,S03,P08,17.98,22,395.56,0,0,0,none
2024-03-05,S03,P09,25.86,15,387.91,0,0,0,none
2024-03-05,S03,P10,10.54,19,200.17,0,0,0,none
2024-03-05,S03,P11,20.16,20,403.19,0,0,0,none
2024-03-05,S03,P12,32.45,14,454.25,0,0,0,none
2024-03-05,S04,P01,27.25,27,735.64,1,0,0,none
2024-03-05,S04,P02,8.96,34,304.76,1,0,0,none
2024-03-05,S04,P03,13.38,19,254.15,1,0,0,none
2024-03-05,S04,P04,29.01,26,754.33,1,0,0,none
2024-03-05,S04,P05,31.75,16,507.98,1,0,0,none
2024-03-05,S04,P06,18.21,40,728.34,1,0,0,none
2024-03-05,S04,P07,28.29,25,707.32,1,0,0,none
2024-03-05,S04,P08,29.6,21,621.55,1,0,0,none
2024-03-05,S04,P09,18.27,34,621.1,1,0,0,none
2024-03-05,S04,P10,32.94,12,395.22,1,0,0,none
2024-03-05,S04,P11,29.34,25,733.41,1,0,0,none
2024-03-05,S04,P12,33.13,21,695.79,1,0,0,none
2024-03-05,S05,P01,17.69,23,406.86,0,0,0,none
2024-03-05,S05,P02,27.21,18,489.71,0,0,0,none
2024-03-05,S05,P03,20.67,17,351.35,0,0,0,none
2024-03-05,S05,P04,30.99,22,681.69,0,0,0,none
2024-03-05,S05,P05,24.58,5,122.9,0,0,0,none
2024-03-05,S05,P06,27.85,31,863.3,0,0,0,none
2024-03-05,S05,P07,9.28,28,259.9,0,0,0,none
2024-03-05,S05,P08,31.64,15,474.57,0,0,0,none
2024-03-05,S05,P09,30.39,23,698.98,0,0,0,none
2024-03-05,S05,P10,30.93,13,402.13,0,0,0,none
2024-03-05,S05,P11,39.77,16,636.31,0,0,0,none
2024-03-05,S05,P12,38.3,15,574.45,0,0,0,none
2024-03-05,S06,P01,17.83,31,552.58,0,0,0,none
2024-03-05,S06,P02,21.38,29,620.09,0,0,0,none
2024-03-05,S06,P03,14.08,13,182.98,0,0,0,none
2024-03-05,S06,P04,15.32,25,383.03,0,0,0,none
2024-03-05,S06,P05,14.94,15,224.17,0,0,0,none
2024-03-05,S06,P06,28.04,36,1009.58,0,0,0,none
2024-03-05,S06,P07,20.29,21,426.17,0,0,0,none
2024-03-05,S06,P08,3.22,23,74.0,0,0,0,none
2024-03-05,S06,P09,23.99,22,527.81,0,0,0,none
2024-03-05,S06,P10,37.97,10,379.67,0,0,0,none
2024-03-05,S06,P11,16.95,19,322.1,0,0,0,none
2024-03-05,S06,P12,16.62,23,382.2,0,0,0,none
2024-03-05,S07,P01,15.75,20,315.08,0,0,0,none
2024-03-05,S07,P02,24.44,28,684.33,0,0,0,none
2024-03-05,S07,P03,28.52,16,456.38,0,0,0,none
2024-03-05,S07,P04,14.45,16,231.16,0,0,0,none
2024-03-05,S07,P05,22.2,14,310.83,0,0,0,none
2024-03-05,S07,P06,11.83,24,283.94,0,0,0,none
2024-03-05,S07,P07,25.92,12,311.02,0,0,0,none
2024-03-05,S07,P08,30.54,26,793.99,0,0,0,none
2024-03-05,S07,P09,24.53,25,613.35,0,0,0,none
2024-03-05,S07,P10,31.68,16,506.94,0,0,0,none
2024-03-05,S07,P11,21.41,11,235.48,0,0,0,none
2024-03-05,S07,P12,33.57,24,805.58,0,0,0,none
2024-03-05,S08,P01,25.31,19,480.95,0,0,0,none
2024-03-05,S08,P02,19.96,21,419.15,0,0,0,none
2024-03-05,S08,P03,26.12,14,365.72,0,0,0,none
2024-03-05,S08,P04,17.88,21,375.51,0,0,0,none
2024-03-05,S08,P05,34.94,11,384.33,0,0,0,none
2024-03-05,S08,P06,24.05,28,673.44,0,0,0,none
2024-03-05,S08,P07,30.98,21,650.48,0,0,0,none
2024-03-05,S08,P08,35.98,35,1259.42,0,0,0,none
2024-03-05,S08,P09,10.63,22,233.75,0,0,0,none
2024-03-05,S08,P10,23.98,18,431.64,0,0,0,none
2024-03-05,S08,P11,44.1,8,352.81,0,0,0,none
2024-03-05,S08,P12,20.25,11,222.7,0,0,0,none
2024-03-06,S01,P01,26.31,17,447.26,0,0,0,none
2024-03-06,S01,P02,27.15,19,515.86,0,0,0,none
2024-03-06,S01,P03,14.25,17,242.18,0,0,0,none
2024-03-06,S01,P04,29.58,20,591.67,0,0,0,none
2024-03-06,S01,P05,31.41,8,251.29,0,0,0,none
2024-03-06,S01,P06,11.02,24,264.53,0,0,0,none
2024-03-06,S01,P07,16.47,11,181.15,0,0,0,none
2024-03-06,S01,P08,38.94,27,1051.26,0,0,0,none
2024-03-06,S01,P09,32.55,22,716.08,0,0,0,none
2024-03-06,S01,P10,29.37,10,293.7,0,0,0,none
2024-03-06,S01,P11,40.86,10,408.61,0,0,0,none
2024-03-06,S01,P12,26.66,14,373.21,0,0,0,none
2024-03-06,S02,P01,17.99,18,323.81,1,0,0,none
2024-03-06,S02,P02,23.17,28,648.69,1,0,0,none
2024-03-06,S02,P03,10.29,27,277.85,1,0,0,none
2024-03-06,S02,P04,29.6,26,769.73,1,0,0,none
2024-03-06,S02,P05,15.15,16,242.48,1,0,0,none
2024-03-06,S02,P06,29.34,29,850.93,1,0,0,none
2024-03-06,S02,P07,18.26,22,401.68,1,0,0,none
2024-03-06,S02,P08,27.33,27,737.86,1,0,0,none
2024-03-06,S02,P09,13.65,38,518.88,1,0,0,none
2024-03-06,S02,P10,6.23,15,93.47,1,0,0,none
2024-03-06,S02,P11,20.2,11,222.19,1,0,0,none
2024-03-06,S02,P12,34.14,18,614.58,1,0,0,none
2024-03-06,S03,P01,13.74,21,288.64,0,0,0,none
2024-03-06,S03,P02,8.63,24,207.12,0,0,0,none
2024-03-06,S03,P03,33.05,11,363.55,0,0,0,none
2024-03-06,S03,P04,31.14,24,747.27,0,0,0,none
2024-03-06,S03,P05,3.0,11,33.0,0,0,0,none
2024-03-06,S03,P06,28.44,35,995.51,0,0,0,none
2024-03-06,S03,P07,12.42,21,260.78,0,0,0,none
2024-03-06,S03,P08,17.13,30,513.78,0,0,0,none
2024-03-06,S03,P09,34.15,22,751.22,0,0,0,none
2024-03-06,S03,P10,35.17,11,386.88,0,0,0,none
2024-03-06,S03,P11,23.49,22,516.83,0,0,0,none
2024-03-06,S03,P12,20.25,22,445.54,0,0,0,none
2024-03-06,S04,P01,22.98,28,643.46,0,0,0,none
2024-03-06,S04,P02,16.26,28,455.2,0,0,0,none
2024-03-06,S04,P03,23.68,15,355.27,0,0,0,none
2024-03-06,S04,P04,35.39,25,884.75,0,0,0,none
2024-03-06,S04,P05,27.15,16,434.42,0,0,0,none
2024-03-06,S04,P06,29.27,41,1200.11,0,0,0,none
2024-03-06,S04,P07,42.99,26,1117.64,0,0,0,none
2024-03-06,S04,P08,26.57,30,797.02,0,0,0,none
2024-03-06,S04,P09,16.07,26,417.7,0,0,0,none
2024-03-06,S04,P10,43.05,13,559.68,0,0,0,none
2024-03-06,S04,P11,32.95,15,494.22,0,0,0,none
2024-03-06,S04,P12,22.25,14,311.49,0,0,0,none
2024-03-06,S05,P01,23.12,17,392.99,0,0,0,none
2024-03-06,S05,P02,9.79,22,215.3,0,0,0,none
2024-03-06,S05,P03,11.08,17,188.35,0,0,0,none
2024-03-06,S05,P04,26.54,11,291.89,0,0,0,none
2024-03-06,S05,P05,27.39,10,273.93,0,0,0,none
2024-03-06,S05,P06,31.8,20,636.06,0,0,0,none
2024-03-06,S05,P07,22.1,24,530.44,0,0,0,none
2024-03-06,S05,P08,20.69,24,496.6,0,0,0,none
2024-03-06,S05,P09,34.76,33,1147.04,0,0,0,none
2024-03-06,S05,P10,29.93,11,329.18,0,0,0,none
2024-03-06,S05,P11,21.7,0,0.0,0,1,0,none
2024-03-06,S05,P12,27.6,17,469.18,0,0,0,none
2024-03-06,S06,P01,9.17,22,201.81,0,0,0,none
2024-03-06,S06,P02,14.9,42,625.91,0,0,0,none
2024-03-06,S06,P03,22.96,18,413.19,0,0,0,none
2024-03-06,S06,P04,27.97,34,950.97,0,0,0,none
2024-03-06,S06,P05,32.85,10,328.46,0,0,0,none
2024-03-06,S06,P06,18.64,102,1901.17,0,0,0,spike
2024-03-06,S06,P07,14.86,23,341.83,0,0,0,none
2024-03-06,S06,P08,35.09,24,842.04,0,0,0,none
2024-03-06,S06,P09,25.2,30,756.05,0,0,0,none
2024-03-06,S06,P10,14.3,20,285.92,0,0,0,none
2024-03-06,S06,P11,24.87,17,422.79,0,0,0,none
2024-03-06,S06,P12,20.28,16,324.52,0,0,0,none
2024-03-06,S07,P01,3.49,22,76.85,1,0,0,none
2024-03-06,S07,P02,23.08,28,646.23,1,0,0,none
2024-03-06,S07,P03,12.6,21,264.62,1,0,0,none
2024-03-06,S07,P04,20.37,26,529.54,1,0,0,none
2024-03-06,S07,P05,25.17,5,125.87,1,0,0,none
2024-03-06,S07,P06,21.96,43,944.26,1,0,0,none
2024-03-06,S07,P07,14.61,31,452.8,1,0,0,none
2024-03-06,S07,P08,34.85,33,1150.09,1,0,0,none
2024-03-06,S07,P09,25.28,28,707.78,1,0,0,none
2024-03-06,S07,P10,23.66,13,307.58,1,0,0,none
2024-03-06,S07,P11,27.55,18,495.85,1,0,0,none
2024-03-06,S07,P12,20.83,15,312.42,1,0,0,none
2024-03-06,S08,P01,15.08,14,211.16,0,0,0,none
2024-03-06,S08,P02,16.69,20,333.85,0,0,0,none
2024-03-06,S08,P03,26.02,10,260.17,0,0,0,none
2024-03-06,S08,P04,17.3,26,449.88,0,0,0,none
2024-03-06,S08,P05,27.24,19,517.64,0,0,0,none
2024-03-06,S08,P06,29.43,20,588.65,0,0,0,none
2024-03-06,S08,P07,20.74,14,290.34,0,0,0,none
2024-03-06,S08,P08,45.13,19,857.55,0,0,0,none
2024-03-06,S08,P09,31.72,16,507.52,0,0,0,none
2024-03-06,S08,P10,20.02,7,140.14,0,0,0,none
2024-03-06,S08,P11,36.96,21,776.16,0,0,0,none
2024-03-06,S08,P12,7.05,16,112.76,0,0,0,none
2024-03-07,S01,P01,25.79,20,515.72,0,0,0,none
2024-03-07,S01,P02,15.56,22,342.22,0,0,0,none
2024-03-07,S01,P03,18.41,12,220.95,0,0,0,none
2024-03-07,S01,P04,14.84,23,341.3,0,0,0,none
2024-03-07,S01,P05,14.97,9,134.73,0,0,0,none
2024-03-07,S01,P06,19.27,38,732.13,0,0,0,none
2024-03-07,S01,P07,20.55,15,308.25,0,0,0,none
2024-03-07,S01,P08,14.47,25,361.82,0,0,0,none
2024-03-07,S01,P09,45.36,17,771.05,0,0,0,none
2024-03-07,S01,P10,14.11,9,126.97,0,0,0,none
2024-03-07,S01,P11,18.54,17,315.12,0,0,0,none
2024-03-07,S01,P12,30.55,14,427.74,0,0,0,none
2024-03-07,S02,P01,19.05,25,476.23,0,0,0,none
2024-03-07,S02,P02,13.06,26,339.63,0,0,0,none
2024-03-07,S02,P03,13.26,22,291.75,0,0,0,none
2024-03-07,S02,P04,11.77,23,270.77,0,0,0,none
2024-03-07,S02,P05,17.4,10,174.02,0,0,0,none
2024-03-07,S02,P06,38.68,33,1276.51,0,0,0,none
2024-03-07,S02,P07,31.6,12,379.17,0,0,0,none
2024-03-07,S02,P08,26.73,28,748.41,0,0,0,none
2024-03-07,S02,P09,9.13,32,292.13,0,0,0,none
2024-03-07,S02,P10,28.71,11,315.83,0,0,0,none
2024-03-07,S02,P11,20.61,23,473.99,0,0,0,none
2024-03-07,S02,P12,28.12,25,702.99,0,0,0,none
2024-03-07,S03,P01,31.86,22,700.88,1,0,0,none
2024-03-07,S03,P02,26.14,30,784.25,1,0,0,none
2024-03-07,S03,P03,22.61,20,452.29,1,0,0,none
2024-03-07,S03,P04,17.25,23,396.86,1,0,0,none
2024-03-07,S03,P05,20.81,18,374.64,1,0,0,none
2024-03-07,S03,P06,22.82,30,684.69,1,0,0,none
2024-03-07,S03,P07,21.08,32,674.55,1,0,0,none
2024-03-07,S03,P08,27.96,34,950.5,1,0,0,none
2024-03-07,S03,P09,27.33,25,683.37,1,0,0,none
2024-03-07,S03,P10,25.21,10,252.12,1,0,0,none
2024-03-07,S03,P11,49.58,22,1090.87,1,0,0,none
2024-03-07,S03,P12,19.08,29,553.19,1,0,0,none
2024-03-07,S04,P01,27.62,24,662.93,0,0,0,none
2024-03-07,S04,P02,15.18,27,409.89,0,0,0,none
2024-03-07,S04,P03,19.72,10,197.15,0,0,0,none
2024-03-07,S04,P04,19.23,15,288.38,0,0,0,none
2024-03-07,S04,P05,26.87,10,268.73,0,0,0,none
2024-03-07,S04,P06,34.25,25,856.32,0,0,0,none
2024-03-07,S04,P07,29.51,24,708.22,0,0,0,none
2024-03-07,S04,P08,3.0,21,63.0,0,0,0,none
2024-03-07,S04,P09,23.08,37,854.07,0,0,0,none
2024-03-07,S04,P10,20.29,11,223.14,0,0,0,none
2024-03-07,S04,P11,30.47,17,518.01,0,0,0,none
2024-03-07,S04,P12,37.29,20,745.82,0,0,0,none
2024-03-07,S05,P01,10.23,15,153.38,0,0,0,none
2024-03-07,S05,P02,23.18,29,672.31,0,0,0,none
2024-03-07,S05,P03,29.56,12,354.71,0,0,0,none
2024-03-07,S05,P04,22.86,19,434.39,0,0,0,none
2024-03-07,S05,P05,39.4,13,512.18,0,0,0,none
2024-03-07,S05,P06,30.47,27,822.56,0,0,0,none
2024-03-07,S05,P07,24.06,17,409.0,0,0,0,none
2024-03-07,S05,P08,14.01,21,294.2,0,0,0,none
2024-03-07,S05,P09,17.68,24,424.29,0,0,0,none
2024-03-07,S05,P10,20.12,15,301.82,0,0,0,none
2024-03-07,S05,P11,27.76,17,471.96,0,0,0,none
2024-03-07,S05,P12,17.55,11,193.09,0,0,0,none
2024-03-07,S06,P01,28.37,29,822.85,1,0,0,none
2024-03-07,S06,P02,34.06,30,1021.85,1,0,0,none
2024-03-07,S06,P03,17.83,23,410.0,1,0,0,none
2024-03-07,S06,P04,30.58,30,917.47,1,0,0,none
2024-03-07,S06,P05,17.91,21,376.07,1,0,0,none
2024-03-07,S06,P06,21.96,38,834.52,1,0,0,none
2024-03-07,S06,P07,10.07,29,292.05,1,0,0,none
2024-03-07,S06,P08,15.22,50,760.85,1,0,0,none
2024-03-07,S06,P09,25.85,31,801.26,1,0,0,none
2024-03-07,S06,P10,22.97,20,459.4,1,0,0,none
2024-03-07,S06,P11,32.34,24,776.15,1,0,0,none
2024-03-07,S06,P12,28.46,33,939.12,1,0,0,none
2024-03-07,S07,P01,25.27,18,454.79,0,0,0,none
2024-03-07,S07,P02,10.36,21,217.65,0,0,0,none
2024-03-07,S07,P03,10.4,1,10.4,0,1,0,none
2024-03-07,S07,P04,20.87,29,605.35,0,0,0,none
2024-03-07,S07,P05,11.47,11,126.16,0,0,0,none
2024-03-07,S07,P06,23.01,33,759.19,0,0,0,none
2024-03-07,S07,P07,11.76,25,294.07,0,0,0,none
2024-03-07,S07,P08,29.22,22,642.84,0,0,0,none
2024-03-07,S07,P09,37.94,19,720.82,0,0,0,none
2024-03-07,S07,P10,8.8,21,184.8,0,0,0,none
2024-03-07,S07,P11,21.82,23,501.75,0,0,0,none
2024-03-07,S07,P12,41.39,22,910.51,0,0,0,none
2024-03-07,S08,P01,20.96,23,481.99,0,0,0,none
2024-03-07,S08,P02,30.83,26,801.69,0,0,0,none
2024-03-07,S08,P03,15.55,14,217.69,0,0,0,none
2024-03-07,S08,P04,15.14,21,317.89,0,0,0,none
2024-03-07,S08,P05,33.01,11,363.07,0,0,0,none
2024-03-07,S08,P06,19.58,26,509.08,0,0,0,none
2024-03-07,S08,P07,29.16,15,437.46,0,0,0,none
2024-03-07,S08,P08,34.99,21,734.76,0,0,0,none
2024-03-07,S08,P09,18.06,24,433.52,0,0,0,none
2024-03-07,S08,P10,19.12,12,229.43,0,0,0,none
2024-03-07,S08,P11,38.36,13,498.62,0,0,0,none
2024-03-07,S08,P12,39.15,14,548.07,0,0,0,none
2024-03-08,S01,P01,20.94,19,397.91,0,0,0,none
2024-03-08,S01,P02,8.54,18,153.78,0,0,0,none
2024-03-08,S01,P03,17.84,9,160.58,0,0,0,none
2024-03-08,S01,P04,12.96,24,311.04,0,0,0,none
2024-03-08,S01,P05,24.51,7,171.55,0,0,0,none
