order_id,customer_id,order_date,items,revenue
O00052714,C006258,2024-04-19,6,32.77
O00052715,C006258,2024-10-18,4,9.37
O00052716,C006258,2024-12-08,3,32.94
O00052717,C006258,2025-01-19,3,25.65
O00052718,C006258,2025-01-24,2,18.42
O00052719,C006258,2025-03-12,4,34.9
O00052720,C006258,2025-06-25,3,21.49
O00052721,C006258,2025-10-13,3,12.8
O00052722,C006258,2025-11-02,1,40.85
O00052723,C006258,2025-12-14,4,36.0
O00052724,C006259,2024-09-25,2,33.43
O00052725,C006259,2024-10-25,3,25.96
O00052726,C006259,2024-11-14,6,24.09
O00052727,C006259,2024-12-25,4,24.03
O00052728,C006259,2025-02-13,2,26.49
O00052729,C006259,2025-02-17,3,5.0
O00052730,C006259,2025-04-11,1,19.71
O00052731,C006259,2025-12-28,1,34.95
O00052732,C006260,2024-01-14,4,37.05
O00052733,C006260,2024-12-19,4,38.38
O00052734,C006260,2025-02-13,4,26.2
O00052735,C006260,2025-05-01,2,37.03
O00052736,C006260,2025-06-22,3,20.99
O00052737,C006260,2025-07-17,3,41.5
O00052738,C006260,2025-08-08,3,13.58
O00052739,C006260,2025-08-21,1,34.61
O00052740,C006260,2025-09-24,2,25.62
O00052741,C006260,2025-09-27,3,29.33
O00052742,C006260,2025-10-21,2,36.16
O00052743,C006261,2025-08-11,1,69.22
O00052744,C006262,2024-03-20,1,44.17
O00052745,C006262,2024-05-14,7,62.41
O00052746,C006262,2024-06-02,3,39.29
O00052747,C006262,2024-09-11,5,46.97
O00052748,C006262,2024-12-24,6,31.67
O00052749,C006262,2025-01-15,4,35.23
O00052750,C006262,2025-05-12,3,55.07
O00052751,C006262,2025-07-19,4,41.51
O00052752,C006263,2024-01-27,2,19.07
O00052753,C006263,2024-04-06,3,22.69
O00052754,C006263,2024-11-10,4,25.51
O00052755,C006263,2024-11-11,3,24.82
O00052756,C006263,2024-11-23,5,23.0
O00052757,C006263,2025-10-09,3,19.39
O00052758,C006263,2025-11-25,4,27.08
O00052759,C006264,2024-02-29,2,22.0
O00052760,C006264,2024-03-10,4,28.14
O00052761,C006264,2024-04-12,4,14.15
O00052762,C006264,2024-04-25,4,29.54
O00052763,C006264,2024-05-15,5,17.94
O00052764,C006264,2025-01-20,1,27.41
O00052765,C006264,2025-01-28,5,15.98
O00052766,C006265,2024-03-16,4,25.58
O00052767,C006265,2024-06-05,2,39.05
O00052768,C006265,2025-05-14,4,32.72
O00052769,C006265,2025-05-18,4,20.86
O00052770,C006265,2025-05-28,5,58.49
O00052771,C006265,2025-06-18,4,44.32
O00052772,C006265,2025-08-29,3,26.69
O00052773,C006265,2025-11-14,2,40.46
O00052774,C006266,2024-02-03,2,24.38
O00052775,C006266,2024-03-21,4,23.76
O00052776,C006266,2024-12-17,3,20.57
O00052777,C006266,2025-04-11,2,29.62
O00052778,C006266,2025-12-03,7,10.74
O00052779,C006267,2024-01-02,2,48.52
O00052780,C006267,2024-01-17,2,68.75
O00052781,C006267,2024-02-20,5,62.99
O00052782,C006267,2024-03-03,1,64.94
O00052783,C006267,2024-08-02,2,64.88
O00052784,C006267,2024-08-08,4,70.11
O00052785,C006267,2024-08-26,3,66.08
O00052786,C006267,2024-12-22,2,74.98
O00052787,C006267,2025-04-15,1,56.78
O00052788,C006267,2025-05-06,4,48.52
O00052789,C006267,2025-05-28,8,66.84
O00052790,C006267,2025-07-05,5,81.05
O00052791,C006267,2025-12-31,3,54.1
O00052792,C006268,2024-11-03,5,26.14
O00052793,C006268,2025-02-04,1,39.65
O00052794,C006268,2025-04-20,3,40.72
O00052795,C006269,2025-05-25,2,18.44
O00052796,C006269,2025-11-03,3,23.16
O00052797,C006270,2024-05-25,3,62.84
O00052798,C006270,2024-06-07,3,57.23
O00052799,C006270,2024-06-28,5,45.79
O00052800,C006270,2024-09-20,1,41.33
O00052801,C006270,2024-09-25,4,53.83
O00052802,C006270,2024-11-09,1,56.71
O00052803,C006270,2024-12-10,4,49.31
O00052804,C006270,2025-04-22,7,74.46
O00052805,C006270,2025-07-01,1,40.22
O00052806,C006270,2025-12-14,3,49.35
O00052807,C006271,2024-02-28,7,33.5
O00052808,C006271,2024-04-05,4,55.01
O00052809,C006271,2024-04-30,2,52.98
O00052810,C006271,2024-11-04,5,46.22
O00052811,C006271,2024-12-30,4,31.87
O00052812,C006271,2025-01-07,3,35.15
O00052813,C006271,2025-03-20,4,42.75
O00052814,C006271,2025-05-17,1,43.46
O00052815,C006271,2025-07-01,4,31.0
O00052816,C006271,2025-07-12,4,45.9
O00052817,C006271,2025-07-14,5,30.48
O00052818,C006271,2025-08-19,2,56.82
O00052819,C006271,2025-10-28,5,47.4
O00052820,C006271,2025-12-31,5,35.12
O00052821,C006272,2024-01-16,4,26.58
O00052822,C006272,2024-04-27,2,20.86
O00052823,C006272,2024-12-19,4,16.91
O00052824,C006272,2024-12-31,7,18.11
O00052825,C006272,2025-01-07,6,24.14
O00052826,C006272,2025-01-19,4,19.73
O00052827,C006272,2025-03-13,3,21.16
O00052828,C006272,2025-04-24,1,12.83
O00052829,C006272,2025-05-15,2,27.05
O00052830,C006272,2025-06-16,2,25.53
O00052831,C006273,2024-01-29,5,39.93
O00052832,C006273,2024-02-25,3,40.49
O00052833,C006273,2024-03-02,3,40.7
O00052834,C006273,2024-07-05,3,46.15
O00052835,C006273,2024-08-24,3,38.64
O00052836,C006273,2024-10-09,4,27.84
O00052837,C006273,2024-11-15,4,61.9
O00052838,C006273,2024-11-21,3,74.46
O00052839,C006273,2024-12-14,4,51.35
O00052840,C006273,2024-12-30,1,54.53
O00052841,C006273,2025-02-03,1,29.64
O00052842,C006273,2025-02-07,2,53.7
O00052843,C006273,2025-02-24,4,44.57
O00052844,C006273,2025-02-25,2,49.09
O00052845,C006273,2025-06-02,3,49.98
O00052846,C006273,2025-06-13,6,53.74
O00052847,C006273,2025-06-21,2,47.72
O00052848,C006273,2025-08-26,3,41.53
O00052849,C006273,2025-11-22,3,46.97
O00052850,C006274,2024-07-06,6,41.63
O00052851,C006274,2024-08-24,3,45.7
O00052852,C006274,2025-01-08,3,24.06
O00052853,C006274,2025-05-08,5,32.38
O00052854,C006274,2025-06-30,6,57.45
O00052855,C006274,2025-12-24,4,49.3
O00052856,C006275,2024-03-10,3,41.6
O00052857,C006275,2024-04-23,2,68.09
O00052858,C006275,2024-05-12,4,59.01
O00052859,C006275,2024-10-23,6,38.47
O00052860,C006275,2025-01-13,1,25.07
O00052861,C006275,2025-01-14,2,44.36
O00052862,C006275,2025-02-10,4,62.03
O00052863,C006275,2025-09-03,3,36.13
O00052864,C006275,2025-11-21,1,40.44
O00052865,C006276,2024-01-02,3,68.08
O00052866,C006276,2024-01-16,2,53.2
O00052867,C006276,2024-02-28,6,27.68
O00052868,C006276,2024-06-30,2,54.72
O00052869,C006276,2024-07-23,3,50.37
O00052870,C006276,2024-08-03,4,52.61
O00052871,C006276,2024-08-09,1,35.32
O00052872,C006276,2024-12-18,4,46.8
O00052873,C006276,2025-03-01,2,54.88
O00052874,C006276,2025-05-21,1,39.46
O00052875,C006276,2025-09-12,1,38.33
O00052876,C006276,2025-09-26,2,42.96
O00052877,C006276,2025-12-17,4,55.71
O00052878,C006276,2025-12-17,2,56.11
O00052879,C006277,2024-01-10,6,28.73
O00052880,C006277,2024-04-23,2,34.47
O00052881,C006277,2024-06-26,3,20.32
O00052882,C006277,2025-07-30,2,22.19
O00052883,C006278,2024-01-29,3,70.32
O00052884,C006278,2024-05-12,4,71.37
O00052885,C006278,2024-06-03,2,83.81
O00052886,C006278,2024-08-07,1,70.44
O00052887,C006278,2024-08-13,2,55.95
O00052888,C006278,2024-09-30,1,47.82
O00052889,C006278,2024-11-28,4,67.18
O00052890,C006278,2025-04-17,5,42.48
O00052891,C006278,2025-05-26,3,62.12
O00052892,C006278,2025-07-14,5,65.56
O00052893,C006278,2025-07-25,3,48.2
O00052894,C006278,2025-10-02,1,58.86
O00052895,C006278,2025-12-17,5,59.38
O00052896,C006279,2024-07-28,3,15.53
O00052897,C006279,2024-08-08,3,12.92
O00052898,C006279,2025-08-10,2,21.34
O00052899,C006280,2024-10-14,2,32.28
O00052900,C006280,2025-06-19,4,38.17
O00052901,C006280,2025-10-22,4,23.61
O00052902,C006281,2024-01-19,4,11.01
O00052903,C006281,2024-04-07,3,6.45
O00052904,C006281,2024-06-30,3,10.66
O00052905,C006281,2024-09-27,1,26.82
O00052906,C006281,2025-03-28,4,18.3
O00052907,C006281,2025-04-01,4,14.7
O00052908,C006281,2025-09-02,4,15.38
O00052909,C006281,2025-10-05,3,8.86
O00052910,C006281,2025-11-21,1,16.9
O00052911,C006281,2025-11-26,2,16.14
O00052912,C006281,2025-11-27,2,8.93
O00052913,C006282,2024-10-02,6,26.57
O00052914,C006282,2024-10-29,2,26.32
O00052915,C006282,2025-01-12,4,33.83
O00052916,C006282,2025-10-09,2,37.94
O00052917,C006283,2024-07-13,1,17.04
O00052918,C006283,2024-07-16,6,28.75
O00052919,C006283,2024-08-28,1,14.74
O00052920,C006283,2024-11-28,4,29.77
O00052921,C006283,2025-02-09,3,23.23
O00052922,C006283,2025-02-13,5,20.58
O00052923,C006283,2025-03-15,3,19.47
O00052924,C006283,2025-03-30,4,21.45
O00052925,C006283,2025-05-02,2,32.9
O00052926,C006283,2025-09-18,5,17.32
O00052927,C006283,2025-10-12,4,20.17
O00052928,C006283,2025-10-31,4,21.19
O00052929,C006283,2025-11-20,2,17.36
O00052930,C006284,2024-02-25,2,25.93
O00052931,C006284,2024-03-06,1,35.47
O00052932,C006284,2024-03-12,3,15.14
O00052933,C006284,2024-03-24,1,44.59
O00052934,C006284,2024-05-02,5,21.22
O00052935,C006284,2024-06-03,3,29.95
O00052936,C006284,2024-07-15,5,29.54
O00052937,C006284,2024-09-10,6,34.86
O00052938,C006284,2024-09-23,5,24.12
O00052939,C006284,2024-11-20,3,28.38
O00052940,C006284,2025-07-03,3,33.01
O00052941,C006284,2025-08-01,3,29.83
O00052942,C006284,2025-08-16,4,30.96
O00052943,C006284,2025-10-09,4,21.12
O00052944,C006284,2025-10-30,3,24.35
O00052945,C006284,2025-11-15,5,28.72
O00052946,C006285,2024-02-16,2,51.06
O00052947,C006285,2024-03-22,3,55.88
O00052948,C006285,2024-07-06,2,44.2
O00052949,C006285,2024-08-30,2,70.18
O00052950,C006285,2024-12-01,5,73.96
O00052951,C006285,2025-05-19,3,42.18
O00052952,C006285,2025-06-10,4,62.83
O00052953,C006285,2025-12-06,2,53.89
O00052954,C006286,2024-03-31,2,30.42
O00052955,C006286,2024-05-24,2,59.52
O00052956,C006286,2024-10-19,3,70.87
O00052957,C006286,2024-12-22,3,60.13
O00052958,C006286,2025-03-20,5,53.3
O00052959,C006286,2025-05-18,2,52.7
O00052960,C006286,2025-09-02,2,68.3
O00052961,C006286,2025-09-07,4,57.06
O00052962,C006286,2025-11-25,7,29.12
O00052963,C006287,2024-02-02,2,110.68
O00052964,C006287,2024-02-10,4,127.03
O00052965,C006287,2024-02-29,6,133.66
O00052966,C006287,2024-04-26,3,77.91
O00052967,C006287,2024-05-05,4,88.92
O00052968,C006287,2024-06-04,4,113.74
O00052969,C006287,2024-10-09,2,63.5
O00052970,C006287,2024-11-13,1,67.63
O00052971,C006287,2025-01-09,5,76.99
O00052972,C006287,2025-01-16,3,40.28
O00052973,C006287,2025-01-22,3,63.64
O00052974,C006287,2025-03-21,2,117.72
O00052975,C006287,2025-03-23,4,72.06
O00052976,C006287,2025-04-03,5,82.51
O00052977,C006287,2025-05-08,2,72.54
O00052978,C006287,2025-06-30,7,115.17
O00052979,C006287,2025-10-04,3,34.99
O00052980,C006287,2025-10-06,5,83.68
O00052981,C006287,2025-11-25,4,85.99
O00052982,C006287,2025-12-06,5,114.24
O00052983,C006288,2024-05-03,2,23.76
O00052984,C006288,2024-05-08,7,25.0
O00052985,C006288,2024-07-11,3,14.21
O00052986,C006288,2025-04-04,2,17.67
O00052987,C006288,2025-09-08,6,21.36
O00052988,C006288,2025-12-08,4,18.02
O00052989,C006289,2024-02-03,5,30.27
O00052990,C006289,2024-02-28,3,47.85
O00052991,C006289,2024-05-12,6,43.48
O00052992,C006289,2024-06-30,3,27.97
O00052993,C006289,2024-07-28,5,38.17
O00052994,C006289,2024-08-05,2,36.69
O00052995,C006289,2025-07-11,4,40.95
O00052996,C006289,2025-09-27,4,30.21
O00052997,C006289,2025-12-06,4,29.25
O00052998,C006290,2024-01-09,1,19.54
O00052999,C006290,2024-07-31,2,21.08
O00053000,C006290,2024-08-24,2,33.62
O00053001,C006290,2024-08-25,2,19.06
O00053002,C006290,2024-09-22,7,42.84
O00053003,C006290,2025-02-28,1,25.19
O00053004,C006290,2025-05-27,4,28.95
O00053005,C006290,2025-06-04,2,33.66
O00053006,C006290,2025-06-19,2,17.54
O00053007,C006291,2024-02-09,2,57.88
O00053008,C006291,2024-02-19,5,55.11
O00053009,C006291,2024-03-06,5,40.85
O00053010,C006291,2024-03-29,2,41.71
O00053011,C006291,2024-08-24,3,60.48
O00053012,C006291,2024-09-21,4,36.62
O00053013,C006291,2024-12-05,2,64.34
O00053014,C006291,2025-01-10,6,28.57
O00053015,C006291,2025-02-08,3,54.01
O00053016,C006291,2025-03-23,4,60.97
O00053017,C006291,2025-04-21,3,44.4
O00053018,C006291,2025-05-19,4,37.29
O00053019,C006291,2025-08-22,4,38.05
O00053020,C006291,2025-08-25,3,54.01
O00053021,C006291,2025-09-12,3,32.98
O00053022,C006291,2025-09-18,2,29.55
O00053023,C006291,2025-12-28,2,36.87
O00053024,C006292,2024-03-20,1,20.53
O00053025,C006292,2024-08-18,1,13.01
O00053026,C006292,2024-08-26,5,11.69
O00053027,C006292,2025-01-03,5,19.05
O00053028,C006292,2025-07-24,3,10.33
O00053029,C006292,2025-10-05,2,14.83
O00053030,C006292,2025-10-27,3,19.5
O00053031,C006292,2025-12-23,3,15.14
O00053032,C006293,2024-01-26,3,16.44
O00053033,C006293,2024-02-26,3,18.91
O00053034,C006293,2024-03-15,3,21.53
O00053035,C006293,2024-04-22,1,16.52
O00053036,C006293,2024-05-12,1,23.83
O00053037,C006293,2024-07-27,2,21.31
O00053038,C006293,2024-08-19,4,22.87
O00053039,C006293,2024-11-16,4,13.26
O00053040,C006293,2025-01-29,3,18.63
O00053041,C006293,2025-03-08,2,17.33
O00053042,C006293,2025-06-11,5,14.14
O00053043,C006293,2025-09-27,6,13.3
O00053044,C006293,2025-12-10,2,27.35
O00053045,C006293,2025-12-18,4,19.3
O00053046,C006294,2024-03-30,3,52.88
O00053047,C006294,2024-07-21,2,33.18
O00053048,C006294,2025-03-13,4,39.38
O00053049,C006294,2025-03-18,4,33.19
O00053050,C006294,2025-07-08,2,38.1
O00053051,C006294,2025-08-16,4,35.9
O00053052,C006294,2025-11-03,2,35.78
O00053053,C006294,2025-12-06,4,30.25
O00053054,C006294,2025-12-14,2,44.38
O00053055,C006295,2024-06-14,3,24.4
O00053056,C006295,2024-08-13,2,23.38
O00053057,C006295,2024-09-02,5,24.21
O00053058,C006295,2025-01-05,5,17.25
O00053059,C006295,2025-05-01,2,19.76
O00053060,C006295,2025-05-14,4,22.07
O00053061,C006295,2025-06-03,4,23.58
O00053062,C006295,2025-07-30,4,33.15
O00053063,C006295,2025-08-25,3,22.78
O00053064,C006296,2024-03-05,4,34.87
O00053065,C006296,2024-06-07,4,29.76
O00053066,C006296,2024-07-23,4,37.25
O00053067,C006296,2024-11-20,6,18.39
O00053068,C006296,2025-10-22,2,27.61
O00053069,C006296,2025-11-17,2,41.21
O00053070,C006297,2024-01-09,1,48.23
O00053071,C006297,2024-03-09,4,44.74
O00053072,C006297,2024-05-30,3,52.11
O00053073,C006297,2024-06-14,1,44.78
O00053074,C006297,2024-06-29,5,25.51
O00053075,C006297,2024-09-17,5,25.55
O00053076,C006297,2024-10-05,1,29.4
O00053077,C006297,2024-11-01,2,33.01
O00053078,C006297,2025-01-17,6,21.71
O00053079,C006297,2025-02-24,2,44.95
O00053080,C006297,2025-07-23,3,19.31
O00053081,C006297,2025-07-25,3,25.86
O00053082,C006297,2025-08-28,3,31.81
O00053083,C006297,2025-09-28,3,33.83
O00053084,C006297,2025-09-30,3,34.97
O00053085,C006297,2025-10-10,3,41.89
O00053086,C006297,2025-10-17,1,52.77
O00053087,C006297,2025-11-02,3,27.88
O00053088,C006298,2024-07-02,5,19.03
O00053089,C006298,2024-09-04,2,9.74
O00053090,C006298,2025-01-01,6,17.94
O00053091,C006298,2025-01-26,4,13.8
O00053092,C006298,2025-02-02,2,12.56
O00053093,C006298,2025-03-07,2,18.09
O00053094,C006298,2025-03-07,1,14.84
O00053095,C006298,2025-07-12,2,12.48
O00053096,C006298,2025-10-20,5,6.82
O00053097,C006298,2025-11-17,4,13.53
O00053098,C006298,2025-11-26,2,8.35
O00053099,C006299,2024-03-10,3,22.1
O00053100,C006299,2024-03-26,2,38.07
O00053101,C006299,2024-04-07,3,24.46
O00053102,C006299,2024-06-17,3,31.39
O00053103,C006299,2024-06-21,2,22.72
O00053104,C006299,2024-07-23,3,38.95
O00053105,C006299,2024-07-23,2,25.47
O00053106,C006299,2024-09-21,2,46.77
O00053107,C006299,2024-10-22,4,25.91
O00053108,C006299,2024-11-15,4,40.7
O00053109,C006299,2024-12-03,5,33.88
O00053110,C006299,2024-12-19,4,42.8
O00053111,C006299,2024-12-27,1,35.18
O00053112,C006299,2025-01-14,2,30.6
O00053113,C006299,2025-01-23,3,19.3
O00053114,C006299,2025-02-24,1,27.17
O00053115,C006299,2025-03-21,3,30.57
O00053116,C006299,2025-04-03,6,27.07
O00053117,C006299,2025-04-28,4,37.7
O00053118,C006299,2025-05-03,4,31.77
O00053119,C006299,2025-05-29,2,48.64
O00053120,C006299,2025-07-28,3,38.4
O00053121,C006299,2025-08-21,2,35.24
O00053122,C006299,2025-12-20,2,25.17
O00053123,C006299,2025-12-25,1,28.05
O00053124,C006300,2024-02-27,2,50.29
O00053125,C006300,2024-03-16,2,39.4
O00053126,C006300,2024-04-05,2,54.41
O00053127,C006300,2024-05-06,7,65.4
O00053128,C006300,2024-08-02,1,52.69
O00053129,C006300,2024-11-19,4,32.07
O00053130,C006300,2024-11-29,2,45.18
O00053131,C006300,2025-01-06,2,61.49
O00053132,C006300,2025-05-27,2,61.07
O00053133,C006300,2025-08-25,3,37.11
O00053134,C006300,2025-10-15,3,33.75
O00053135,C006300,2025-10-15,3,38.4
O00053136,C006301,2024-12-30,5,82.66
O00053137,C006301,2025-10-22,5,48.65
O00053138,C006302,2024-06-04,6,26.71
O00053139,C006302,2025-01-31,1,16.58
O00053140,C006302,2025-09-13,4,22.81
O00053141,C006302,2025-11-24,4,44.52
O00053142,C006303,2024-01-04,2,43.28
O00053143,C006303,2024-03-03,5,19.93
O00053144,C006303,2024-03-13,2,24.82
O00053145,C006303,2024-06-01,5,27.3
O00053146,C006303,2024-06-19,5,30.36
O00053147,C006303,2024-06-23,5,43.75
O00053148,C006303,2024-07-18,3,45.24
O00053149,C006303,2024-07-19,3,25.63
O00053150,C006303,2024-07-26,2,37.6
O00053151,C006303,2024-08-17,8,25.14
O00053152,C006303,2024-09-02,2,41.8
O00053153,C006303,2024-11-05,5,22.99
O00053154,C006303,2024-12-03,5,34.34
O00053155,C006303,2024-12-09,7,33.41
O00053156,C006303,2024-12-12,5,34.03
O00053157,C006303,2025-06-12,1,36.13
O00053158,C006303,2025-07-18,4,41.41
O00053159,C006303,2025-07-22,5,24.35
O00053160,C006303,2025-08-07,2,29.74
O00053161,C006303,2025-10-10,3,26.08
O00053162,C006303,2025-10-14,2,25.88
O00053163,C006304,2024-04-24,3,43.18
O00053164,C006304,2024-05-16,3,37.3
O00053165,C006304,2024-08-04,4,43.51
O00053166,C006304,2024-11-27,2,27.95
O00053167,C006304,2024-12-07,2,33.52
O00053168,C006304,2025-01-06,3,30.02
O00053169,C006304,2025-02-03,2,26.18
O00053170,C006304,2025-08-05,2,32.46
O00053171,C006305,2024-01-28,3,26.92
O00053172,C006305,2024-06-09,3,31.99
O00053173,C006305,2024-07-28,4,28.82
O00053174,C006305,2025-01-06,3,35.09
O00053175,C006305,2025-01-29,3,38.05
O00053176,C006305,2025-09-12,6,41.98
O00053177,C006306,2024-01-18,2,40.1
O00053178,C006306,2024-03-13,3,36.63
O00053179,C006306,2024-03-23,3,27.19
O00053180,C006306,2024-04-30,4,38.76
O00053181,C006306,2024-07-02,4,26.49
O00053182,C006306,2025-01-24,2,21.19
O00053183,C006306,2025-03-07,1,29.6
O00053184,C006306,2025-06-23,2,28.5
O00053185,C006306,2025-08-02,2,38.99
O00053186,C006306,2025-08-21,3,23.81
O00053187,C006306,2025-09-26,3,21.06
O00053188,C006306,2025-11-24,2,23.99
O00053189,C006307,2024-01-17,3,40.35
O00053190,C006307,2024-04-24,5,73.46
O00053191,C006307,2024-05-22,4,33.96
O00053192,C006307,2025-05-16,4,56.49
O00053193,C006308,2025-05-06,4,15.82
O00053194,C006308,2025-05-10,6,20.96
O00053195,C006309,2024-01-31,4,49.03
O00053196,C006309,2024-04-27,4,57.25
O00053197,C006309,2024-06-25,5,41.48
O00053198,C006309,2024-07-06,2,49.45
O00053199,C006309,2024-08-05,4,58.96
O00053200,C006309,2024-08-17,1,49.24
O00053201,C006309,2024-09-11,2,54.52
O00053202,C006309,2024-11-14,3,58.87
O00053203,C006309,2025-02-13,4,37.78
O00053204,C006309,2025-06-24,1,42.51
O00053205,C006309,2025-10-28,4,36.78
O00053206,C006309,2025-11-22,5,43.56
O00053207,C006309,2025-12-05,2,36.6
O00053208,C006310,2024-08-03,2,18.73
O00053209,C006310,2024-09-16,3,10.19
O00053210,C006310,2024-11-26,2,11.52
O00053211,C006310,2024-12-16,4,14.61
O00053212,C006310,2025-09-25,4,20.08
O00053213,C006310,2025-12-28,4,24.68
O00053214,C006311,2024-01-25,3,17.54
O00053215,C006311,2024-03-28,1,22.86
O00053216,C006311,2024-05-28,4,31.12
O00053217,C006311,2024-08-31,5,23.17
O00053218,C006311,2024-11-09,2,24.27
O00053219,C006311,2024-11-23,2,21.55
O00053220,C006311,2025-02-09,2,30.08
O00053221,C006311,2025-06-07,4,28.35
O00053222,C006311,2025-08-17,2,29.0
O00053223,C006311,2025-10-10,2,26.25
O00053224,C006312,2024-01-11,3,20.55
O00053225,C006312,2024-03-26,1,19.87
O00053226,C006312,2024-12-13,2,22.26
O00053227,C006312,2024-12-31,2,18.18
O00053228,C006312,2025-02-23,2,21.05
O00053229,C006312,2025-03-18,5,16.5
O00053230,C006313,2024-02-01,3,16.84
O00053231,C006313,2024-02-03,4,22.96
O00053232,C006313,2024-02-04,2,10.99
O00053233,C006313,2024-02-05,2,22.92
O00053234,C006313,2024-03-05,1,21.21
O00053235,C006313,2024-03-05,2,21.27
O00053236,C006313,2024-04-12,3,28.22
O00053237,C006313,2024-05-03,2,12.16
O00053238,C006313,2024-05-11,2,22.51
O00053239,C006313,2024-09-04,3,17.0
O00053240,C006313,2024-09-17,1,24.26
O00053241,C006313,2025-02-07,1,15.72
O00053242,C006313,2025-02-13,4,14.86
O00053243,C006313,2025-06-30,1,26.31
O00053244,C006313,2025-08-20,3,15.5
O00053245,C006313,2025-09-03,5,23.22
O00053246,C006313,2025-11-25,3,29.51
O00053247,C006313,2025-11-29,1,26.49
O00053248,C006314,2024-01-28,2,21.54
O00053249,C006314,2024-03-30,1,13.22
O00053250,C006314,2024-04-11,3,23.38
O00053251,C006314,2024-06-17,4,20.58
O00053252,C006314,2024-08-08,2,21.9
O00053253,C006314,2024-09-03,5,21.32
O00053254,C006314,2024-10-06,4,16.91
O00053255,C006314,2025-03-27,1,21.68
O00053256,C006314,2025-07-30,2,13.87
O00053257,C006314,2025-12-05,5,14.54
O00053258,C006314,2025-12-20,3,19.43
O00053259,C006314,2025-12-20,2,18.32
O00053260,C006315,2024-03-16,3,12.13
O00053261,C006315,2024-06-22,4,17.29
O00053262,C006315,2024-06-25,1,19.12
O00053263,C006315,2024-09-07,4,16.19
O00053264,C006315,2024-12-27,1,18.08
O00053265,C006315,2025-03-22,4,18.87
O00053266,C006315,2025-05-15,4,14.83
O00053267,C006315,2025-06-27,2,11.1
O00053268,C006315,2025-08-13,3,22.0
O00053269,C006315,2025-08-20,9,23.94
O00053270,C006315,2025-09-13,4,9.05
O00053271,C006315,2025-10-17,2,16.45
O00053272,C006316,2024-02-03,3,50.33
O00053273,C006316,2024-03-26,2,24.99
O00053274,C006316,2024-05-21,1,46.33
O00053275,C006316,2024-07-19,2,36.96
O00053276,C006316,2025-02-12,2,47.79
O00053277,C006316,2025-02-14,5,48.14
O00053278,C006316,2025-05-31,1,40.31
O00053279,C006316,2025-08-10,6,20.09
O00053280,C006316,2025-10-28,3,35.42
O00053281,C006317,2024-02-22,2,33.05
O00053282,C006317,2024-08-10,5,37.64
O00053283,C006317,2024-09-24,2,22.64
O00053284,C006317,2025-03-18,3,21.6
O00053285,C006317,2025-03-27,1,26.07
O00053286,C006317,2025-06-26,4,40.71
O00053287,C006317,2025-08-16,5,30.68
O00053288,C006317,2025-10-24,2,20.31
O00053289,C006317,2025-12-21,2,38.58
O00053290,C006318,2024-02-26,2,22.07
O00053291,C006318,2024-03-15,10,7.27
O00053292,C006318,2024-04-12,8,15.47
O00053293,C006318,2024-05-30,5,18.31
O00053294,C006318,2024-06-09,3,10.59
O00053295,C006318,2024-06-13,2,12.77
O00053296,C006318,2024-07-19,1,19.43
O00053297,C006318,2024-11-01,5,16.62
O00053298,C006318,2025-03-03,3,11.45
O00053299,C006318,2025-03-16,4,13.4
O00053300,C006318,2025-07-23,3,18.26
O00053301,C006318,2025-08-04,1,17.35
O00053302,C006318,2025-08-14,4,11.84
O00053303,C006319,2024-01-11,4,30.64
O00053304,C006319,2024-06-08,3,33.95
O00053305,C006319,2025-04-24,5,34.06
O00053306,C006319,2025-05-20,2,24.89
O00053307,C006319,2025-06-08,2,18.71
O00053308,C006319,2025-07-11,1,31.64
O00053309,C006319,2025-12-31,3,17.66
O00053310,C006319,2025-12-31,6,20.21
O00053311,C006320,2024-02-25,4,32.22
O00053312,C006320,2024-04-26,4,21.27
O00053313,C006320,2024-05-06,7,22.79
O00053314,C006320,2024-06-22,3,12.49
O00053315,C006320,2025-02-04,2,17.31
O00053316,C006320,2025-04-24,2,24.61
O00053317,C006320,2025-11-16,2,27.44
O00053318,C006320,2025-12-26,4,17.71
O00053319,C006321,2024-06-14,3,89.67
O00053320,C006321,2024-12-09,2,117.81
O00053321,C006321,2025-11-17,1,93.81
O00053322,C006321,2025-12-23,4,95.86
O00053323,C006322,2024-07-21,3,19.61
O00053324,C006322,2024-08-02,2,24.69
O00053325,C006322,2024-11-14,4,33.09
O00053326,C006322,2025-04-16,5,20.99
O00053327,C006322,2025-05-09,3,30.05
O00053328,C006322,2025-06-19,1,20.17
O00053329,C006322,2025-08-25,2,29.04
O00053330,C006322,2025-10-15,2,22.8
O00053331,C006322,2025-11-25,6,33.28
O00053332,C006323,2024-12-10,5,19.08
O00053333,C006323,2025-05-23,8,29.87
O00053334,C006323,2025-09-01,4,32.48
O00053335,C006324,2024-02-01,1,22.19
O00053336,C006324,2024-04-25,5,10.85
O00053337,C006324,2024-05-14,2,17.07
O00053338,C006324,2024-07-02,2,9.4
O00053339,C006324,2024-10-02,3,14.96
O00053340,C006324,2024-10-24,4,19.55
O00053341,C006324,2024-12-28,3,14.49
O00053342,C006324,2025-02-28,6,18.3
O00053343,C006324,2025-04-04,5,23.65
O00053344,C006324,2025-11-07,3,12.5
O00053345,C006324,2025-12-25,1,15.39
O00053346,C006325,2024-01-28,3,42.95
O00053347,C006325,2024-03-18,3,30.48
O00053348,C006325,2024-08-05,4,54.1
